year,lhb,la,GPCluster,PracticeID,npat,npat_male,npat_fem,nm_0_4,nm_5_14,nm_15_44,nm_45_64,nm_65_74,nm_75_84,nm_85,nf_0_4,nf_5_14,nf_15_44,nf_45_64,nf_65_74,nf_75_84,nf_85
2018,Powys Teaching LHB,Powys,South Powys,W96017,8413,4192,4221,185,408,1217,1248,649,368,117,171,394,1132,1297,652,400,175
2018,Cwm Taf University LHB,Rhondda Cynon Taf,South Rhondda,W95004,8731,4371,4360,273,547,1625,1193,403,264,66,241,484,1641,1127,452,278,137
2018,Cwm Taf University LHB,Rhondda Cynon Taf,South Rhondda,W95007,5033,2561,2472,131,309,954,746,247,141,33,117,274,886,690,263,162,80
2018,Cwm Taf University LHB,Rhondda Cynon Taf,South Rhondda,W95027,8947,4445,4502,219,590,1649,1162,491,257,77,215,535,1636,1145,523,314,134
2018,Cwm Taf University LHB,Rhondda Cynon Taf,South Rhondda,W95044,9133,4485,4648,242,560,1683,1249,454,233,64,243,530,1701,1289,480,287,118
2018,Cwm Taf University LHB,Rhondda Cynon Taf,South Rhondda,W95057,4929,2524,2405,108,298,888,740,300,161,29,111,246,807,684,294,194,69
2018,Cwm Taf University LHB,Rhondda Cynon Taf,South Rhondda,W95062,7088,3398,3690,194,437,1272,914,352,177,52,166,440,1325,996,403,267,93
2018,Cwm Taf University LHB,Rhondda Cynon Taf,South Rhondda,W95076,3772,1997,1775,104,197,703,607,250,106,30,107,205,654,484,169,110,46
2018,Cwm Taf University LHB,Rhondda Cynon Taf,South Rhondda,W95295,5694,2857,2837,186,367,1078,756,270,163,37,168,321,1086,711,277,203,71
2018,Cwm Taf University LHB,Rhondda Cynon Taf,South Taf Ely,W95011,17436,8608,8828,503,1142,3045,2355,959,477,127,453,1058,3171,2380,1079,512,175
2018,Cwm Taf University LHB,Rhondda Cynon Taf,South Taf Ely,W95025,12315,5981,6334,318,821,2050,1670,663,352,107,348,754,2224,1715,678,458,157
2018,Cwm Taf University LHB,Rhondda Cynon Taf,South Taf Ely,W95036,12046,5863,6183,344,697,2148,1644,681,281,68,321,705,2230,1748,724,319,136
2018,Cwm Taf University LHB,Rhondda Cynon Taf,South Taf Ely,W95060,6851,3380,3471,171,454,1176,1005,347,171,56,200,461,1231,916,334,198,131
2018,Betsi Cadwaladr University LHB,Wrexham,South Wrexham,W91010,9223,4676,4547,209,469,1477,1396,671,344,110,202,443,1332,1348,634,393,195
2018,Betsi Cadwaladr University LHB,Wrexham,South Wrexham,W91019,8564,4237,4327,198,511,1564,1258,427,207,72,220,508,1520,1224,440,294,121
2018,Betsi Cadwaladr University LHB,Wrexham,South Wrexham,W91024,9838,4664,5174,229,521,1496,1406,621,292,99,228,620,1720,1406,651,371,178
2018,Betsi Cadwaladr University LHB,Wrexham,South Wrexham,W91026,6601,3236,3365,142,427,1028,956,425,195,63,159,384,1078,1013,436,211,84
2018,Betsi Cadwaladr University LHB,Wrexham,South Wrexham,W91043,8968,4408,4560,253,508,1606,1201,518,252,70,238,548,1576,1207,547,295,149
2018,Betsi Cadwaladr University LHB,Wrexham,South Wrexham,W91059,5972,3041,2931,167,488,1116,807,288,148,27,177,406,1154,720,284,136,54
2018,Betsi Cadwaladr University LHB,Wrexham,South Wrexham,W91604,1860,1044,816,37,65,292,347,176,95,32,26,55,201,289,108,92,45
2018,Betsi Cadwaladr University LHB,Wrexham,South Wrexham,W91614,2307,1264,1043,57,147,526,332,113,66,23,58,138,365,264,102,76,40
2018,Hywel Dda University LHB,Carmarthenshire,Taf / Tywi,W92007,7162,3571,3591,177,321,1046,1047,573,319,88,162,338,990,1116,524,325,136
2018,Hywel Dda University LHB,Carmarthenshire,Taf / Tywi,W92009,9499,4727,4772,184,465,1423,1457,715,375,108,161,479,1291,1527,697,424,193
2018,Hywel Dda University LHB,Carmarthenshire,Taf / Tywi,W92016,14467,7047,7420,394,832,2441,1833,886,500,161,339,782,2456,2005,963,598,277
2018,Hywel Dda University LHB,Carmarthenshire,Taf / Tywi,W92023,7152,3592,3560,157,354,1172,1063,470,285,91,164,380,1060,1064,503,282,107
2018,Hywel Dda University LHB,Carmarthenshire,Taf / Tywi,W92050,7208,3504,3704,185,385,1359,886,389,225,75,198,417,1348,988,370,238,145
2018,Hywel Dda University LHB,Carmarthenshire,Taf / Tywi,W92055,5505,2801,2704,120,248,918,815,408,224,68,100,213,787,819,426,254,105
2018,Hywel Dda University LHB,Carmarthenshire,Taf / Tywi,W92063,3729,1857,1872,80,179,541,591,263,165,38,69,174,565,594,255,165,50
2018,Hywel Dda University LHB,Carmarthenshire,Taf / Tywi,W92616,3308,1701,1607,93,185,606,453,213,116,35,89,143,580,409,188,136,62
2018,Aneurin Bevan University LHB,Torfaen,Torfaen North,W93015,6393,3213,3180,206,413,1144,858,351,190,51,180,380,1180,787,351,200,102
2018,Aneurin Bevan University LHB,Torfaen,Torfaen North,W93031,6579,3321,3258,182,407,1251,884,354,184,59,158,399,1210,836,354,203,98
2018,Aneurin Bevan University LHB,Torfaen,Torfaen North,W93055,7112,3508,3604,175,420,1197,993,410,241,72,192,357,1166,1002,424,310,153
2018,Aneurin Bevan University LHB,Torfaen,Torfaen North,W93056,6970,3447,3523,200,404,1206,944,426,203,64,205,413,1210,955,404,239,97
2018,Aneurin Bevan University LHB,Torfaen,Torfaen North,W93057,10637,5194,5443,317,676,1878,1410,546,292,75,294,661,1974,1468,562,341,143
2018,Aneurin Bevan University LHB,Torfaen,Torfaen North,W93058,11859,5785,6074,291,622,2002,1639,726,388,117,313,611,2033,1607,795,507,208
2018,Aneurin Bevan University LHB,Torfaen,Torfaen South,W93024,8329,4142,4187,182,425,1494,1257,464,252,68,161,412,1411,1187,532,319,165
2018,Aneurin Bevan University LHB,Torfaen,Torfaen South,W93025,4204,2088,2116,121,217,707,601,219,146,77,85,207,671,573,255,210,115
2018,Aneurin Bevan University LHB,Torfaen,Torfaen South,W93026,4012,2001,2011,103,213,738,565,233,108,41,87,183,683,586,237,163,72
2018,Aneurin Bevan University LHB,Torfaen,Torfaen South,W93027,8577,4259,4318,208,496,1505,1275,459,224,92,192,464,1507,1191,483,338,143
2018,Aneurin Bevan University LHB,Torfaen,Torfaen South,W93028,7056,3506,3550,178,419,1350,955,381,177,46,189,372,1271,1003,399,228,88
2018,Aneurin Bevan University LHB,Torfaen,Torfaen South,W93029,7227,3546,3681,261,544,1411,839,302,148,41,226,517,1496,852,309,189,92
2018,Aneurin Bevan University LHB,Torfaen,Torfaen South,W93030,6537,3192,3345,200,432,1260,822,298,142,38,212,394,1347,834,338,156,64
2018,Abertawe Bro Morgannwg University LHB,Neath Port Talbot,Upper Valleys,W98001,12752,6324,6428,321,830,2271,1704,735,360,103,338,727,2296,1707,753,405,202
2018,Abertawe Bro Morgannwg University LHB,Neath Port Talbot,Upper Valleys,W98030,6018,2991,3027,142,341,980,845,410,211,62,158,311,961,847,409,241,100
2018,Abertawe Bro Morgannwg University LHB,Neath Port Talbot,Upper Valleys,W98046,9561,4783,4778,249,498,1690,1331,591,329,95,219,493,1610,1289,597,404,166
2018,Cardiff and Vale University LHB,Vale of Glamorgan,Western Vale,W97038,7063,3453,3610,169,381,1130,984,462,256,71,154,381,1147,1019,487,271,151
2018,Cardiff and Vale University LHB,Vale of Glamorgan,Western Vale,W97045,10809,5306,5503,238,609,1679,1556,699,402,123,245,603,1680,1597,768,446,164
2018,Cardiff and Vale University LHB,Vale of Glamorgan,Western Vale,W97052,10466,5106,5360,261,659,1659,1489,582,349,107,254,632,1690,1600,662,367,155
