year,PracticeID,lhb,GPCluster,pop,CHD,COPD,DEM,DIAB,EPI,HF,HYP,LRN,MEN,OBI,OST,PAL,RAR,STR,AF,AST,CAN,FLU
2018,W00141,Abertawe Bro Morgannwg,Afan,4383,164,128,21,293,42,22,545,20,74,334,8,7,21,61,48,360,115,976
2018,W98017,Abertawe Bro Morgannwg,Afan,2752,132,132,40,214,30,50,686,16,37,576,26,19,23,88,82,317,101,770
2018,W98019,Abertawe Bro Morgannwg,Afan,5802,254,223,40,474,59,74,1191,31,109,952,24,29,64,144,139,561,167,1471
2018,W98031,Abertawe Bro Morgannwg,Afan,11046,462,210,132,785,92,129,1745,54,141,1463,26,23,69,245,263,795,334,2848
2018,W98032,Abertawe Bro Morgannwg,Afan,8720,343,220,43,605,87,59,1568,33,133,921,6,41,57,158,153,682,188,2183
2018,W98035,Abertawe Bro Morgannwg,Afan,9335,337,240,80,742,92,55,1508,62,101,1137,12,14,60,201,246,635,300,2478
2018,W98041,Abertawe Bro Morgannwg,Afan,6773,269,200,48,515,55,53,1057,40,109,993,4,10,55,145,129,383,159,1467
2018,W98627,Abertawe Bro Morgannwg,Afan,2282,99,59,19,182,36,24,392,21,32,421,9,12,16,59,51,220,88,613
2018,W98016,Abertawe Bro Morgannwg,Bay Health,8849,358,170,74,503,73,95,1389,44,105,732,40,9,64,199,307,593,339,2493
2018,W98021,Abertawe Bro Morgannwg,Bay Health,21375,710,290,171,994,136,214,2685,56,249,1166,62,30,102,446,536,1593,789,5636
2018,W98023,Abertawe Bro Morgannwg,Bay Health,7401,236,153,34,345,44,39,985,23,118,593,26,17,53,141,141,528,201,1652
2018,W98033,Abertawe Bro Morgannwg,Bay Health,7686,341,103,63,430,36,89,1326,15,78,501,51,13,44,245,264,477,346,2761
2018,W98045,Abertawe Bro Morgannwg,Bay Health,6394,254,102,91,308,23,77,984,7,63,497,39,7,36,159,211,361,246,2137
2018,W98049,Abertawe Bro Morgannwg,Bay Health,9301,285,110,79,381,39,117,1170,15,114,491,16,14,47,195,246,589,278,2336
2018,W98053,Abertawe Bro Morgannwg,Bay Health,9959,4,2,1,53,26,3,33,0,13,445,0,0,4,1,3,424,8,76
2018,W98055,Abertawe Bro Morgannwg,Bay Health,3698,143,43,46,179,21,58,609,13,26,158,19,17,23,93,117,271,157,1125
2018,W95010,Abertawe Bro Morgannwg,Bridgend East Network,18094,674,266,139,1146,135,132,2357,74,186,1267,7,33,104,447,440,1280,510,4093
2018,W95017,Abertawe Bro Morgannwg,Bridgend East Network,7770,302,171,42,520,43,54,1287,17,54,719,36,10,61,194,177,561,227,1875
2018,W95018,Abertawe Bro Morgannwg,Bridgend East Network,11739,426,203,61,675,75,137,1647,48,76,1024,10,39,63,269,236,787,365,2565
2018,W95035,Abertawe Bro Morgannwg,Bridgend East Network,19100,713,408,125,1118,142,218,3253,108,242,2082,41,59,135,461,443,1542,546,4378
2018,W95070,Abertawe Bro Morgannwg,Bridgend East Network,14789,538,313,85,900,111,179,2312,57,124,1018,36,15,75,400,339,1074,426,3295
2018,W95009,Abertawe Bro Morgannwg,Bridgend North Network,9225,517,303,39,678,104,150,1910,37,74,1252,27,46,57,239,274,713,294,2485
2018,W95012,Abertawe Bro Morgannwg,Bridgend North Network,6541,310,329,34,479,54,104,1281,45,72,482,18,73,63,178,192,665,198,1603
2018,W95031,Abertawe Bro Morgannwg,Bridgend North Network,7626,359,302,28,599,79,92,1504,38,88,951,14,5,61,187,159,642,192,1741
2018,W95037,Abertawe Bro Morgannwg,Bridgend North Network,10442,388,247,98,728,100,143,1588,61,112,796,16,13,68,269,256,763,333,2432
2018,W95064,Abertawe Bro Morgannwg,Bridgend North Network,6128,250,158,32,449,57,94,1261,41,51,585,35,37,52,150,142,474,162,1597
2018,W95067,Abertawe Bro Morgannwg,Bridgend North Network,4331,142,122,40,270,37,29,764,11,42,479,2,8,20,88,86,276,97,1006
2018,W95079,Abertawe Bro Morgannwg,Bridgend North Network,4398,139,71,19,260,33,31,598,19,35,474,26,6,48,86,58,308,108,860
2018,W95645,Abertawe Bro Morgannwg,Bridgend North Network,3124,142,87,35,230,26,28,643,14,48,242,8,36,23,92,62,288,80,798
2018,W95034,Abertawe Bro Morgannwg,Bridgend West Network,10910,465,234,70,711,78,98,1693,39,128,1059,21,31,89,290,246,891,344,2662
2018,W95041,Abertawe Bro Morgannwg,Bridgend West Network,15210,869,430,201,1098,122,300,3109,85,216,1184,134,92,128,616,610,1231,774,5301
2018,W95063,Abertawe Bro Morgannwg,Bridgend West Network,8445,361,182,35,452,60,104,1165,56,86,530,7,19,64,212,175,688,210,1854
2018,W98015,Abertawe Bro Morgannwg,City Health,4986,153,219,11,244,45,40,507,32,99,436,5,2,22,73,52,392,84,795
2018,W98020,Abertawe Bro Morgannwg,City Health,4392,187,116,25,347,29,92,582,13,38,379,3,5,23,114,86,274,106,1290
2018,W98024,Abertawe Bro Morgannwg,City Health,6119,273,139,93,413,48,57,1066,34,90,560,27,8,39,181,172,505,173,1820
2018,W98027,Abertawe Bro Morgannwg,City Health,10467,315,200,27,574,96,88,1092,52,185,700,2,10,55,257,158,821,237,1954
2018,W98039,Abertawe Bro Morgannwg,City Health,4316,158,95,14,260,35,39,543,15,72,615,15,4,18,75,73,303,90,783
2018,W98056,Abertawe Bro Morgannwg,City Health,5248,183,117,64,349,43,40,894,24,45,725,6,37,35,93,104,402,116,1057
2018,W98057,Abertawe Bro Morgannwg,City Health,7816,246,214,73,446,58,63,895,37,82,533,14,22,33,137,115,531,141,1272
2018,W98608,Abertawe Bro Morgannwg,City Health,6780,213,181,39,485,52,36,912,50,134,496,5,11,29,122,109,391,89,1430
2018,W98610,Abertawe Bro Morgannwg,City Health,1479,49,30,6,81,9,12,218,4,22,104,3,1,13,30,33,81,50,367
2018,W98005,Abertawe Bro Morgannwg,Cwmtawe,10793,345,216,49,608,96,144,1567,50,75,1268,28,10,38,190,197,783,282,2085
2018,W98022,Abertawe Bro Morgannwg,Cwmtawe,10983,421,214,77,718,90,126,1467,77,127,1081,31,6,82,241,268,692,341,2737
2018,W98026,Abertawe Bro Morgannwg,Cwmtawe,6564,251,144,41,476,74,79,1081,25,55,934,13,7,36,163,161,462,114,1701
2018,W98029,Abertawe Bro Morgannwg,Cwmtawe,7599,322,156,58,494,65,91,1241,27,53,933,6,9,60,190,181,452,198,1952
2018,W98044,Abertawe Bro Morgannwg,Cwmtawe,6837,217,123,41,380,63,59,970,35,87,818,34,9,38,136,126,538,186,1488
2018,W98008,Abertawe Bro Morgannwg,Llwchwr,8462,324,180,48,482,68,101,1482,41,86,852,35,13,51,146,196,749,268,1973
2018,W98012,Abertawe Bro Morgannwg,Llwchwr,14066,574,230,141,918,100,162,2340,58,145,1193,56,70,117,363,383,1059,546,3794
2018,W98013,Abertawe Bro Morgannwg,Llwchwr,9070,311,152,66,489,71,86,1143,27,97,829,14,10,40,179,220,713,172,2087
2018,W98034,Abertawe Bro Morgannwg,Llwchwr,11092,395,227,78,626,115,140,1644,76,88,1012,69,25,71,244,269,924,348,2661
2018,W98787,Abertawe Bro Morgannwg,Llwchwr,4897,147,73,21,257,39,38,635,24,33,567,3,9,39,91,96,339,127,1079
2018,W00144,Abertawe Bro Morgannwg,Neath,5548,197,124,24,361,35,35,778,38,69,736,4,9,43,108,112,477,143,1184
2018,W98002,Abertawe Bro Morgannwg,Neath,9661,422,216,75,668,100,94,1673,66,80,1415,42,13,72,255,235,828,320,2548
2018,W98006,Abertawe Bro Morgannwg,Neath,10135,396,264,75,670,91,123,1633,87,93,1646,134,31,104,288,282,887,337,2798
2018,W98010,Abertawe Bro Morgannwg,Neath,8691,322,200,64,528,81,69,1349,49,86,1240,18,27,71,183,207,661,306,2181
2018,W98036,Abertawe Bro Morgannwg,Neath,8604,337,154,54,551,80,51,1418,34,95,1159,15,23,61,191,205,592,217,2270
2018,W98040,Abertawe Bro Morgannwg,Neath,6209,270,166,65,488,64,93,1145,40,71,887,25,24,57,152,194,515,191,1699
2018,W98048,Abertawe Bro Morgannwg,Neath,5079,127,83,10,283,27,20,606,26,50,637,3,6,42,75,83,362,75,1079
2018,W98785,Abertawe Bro Morgannwg,Neath,2549,66,60,4,153,24,15,344,20,39,158,0,1,13,40,42,229,37,577
2018,W98003,Abertawe Bro Morgannwg,Penderi,8375,309,203,34,540,87,60,1227,60,109,782,15,13,56,183,175,712,229,1857
2018,W98004,Abertawe Bro Morgannwg,Penderi,8205,244,164,73,480,83,91,1034,32,99,806,7,21,33,175,131,525,188,1693
2018,W98007,Abertawe Bro Morgannwg,Penderi,6491,279,150,30,455,54,70,899,48,78,846,22,16,37,144,138,482,141,1403
2018,W98028,Abertawe Bro Morgannwg,Penderi,7749,274,167,36,499,54,80,981,37,73,951,22,19,42,139,133,512,131,1618
2018,W98043,Abertawe Bro Morgannwg,Penderi,5280,204,160,26,342,38,52,882,21,51,500,9,2,45,142,105,337,146,1333
2018,W98612,Abertawe Bro Morgannwg,Penderi,2114,45,112,3,133,14,14,283,15,20,263,2,2,8,29,24,102,52,416
2018,W00143,Abertawe Bro Morgannwg,Upper Valleys,3289,131,98,13,207,24,39,608,14,55,512,2,5,28,83,65,235,113,866
2018,W98001,Abertawe Bro Morgannwg,Upper Valleys,12689,497,293,131,748,97,114,2056,65,123,985,12,9,89,257,276,790,400,3015
2018,W98030,Abertawe Bro Morgannwg,Upper Valleys,6067,273,159,56,500,67,94,1006,28,59,963,13,19,47,147,165,422,205,1718
2018,W98046,Abertawe Bro Morgannwg,Upper Valleys,9549,403,287,75,703,79,131,1857,47,120,966,78,13,78,247,246,872,330,2569
2018,W93007,Aneurin Bevan,Blaenau Gwent East,4946,184,141,33,320,40,51,741,14,27,344,8,12,43,100,99,367,128,1183
2018,W93009,Aneurin Bevan,Blaenau Gwent East,5265,228,192,5,395,45,52,993,24,49,588,8,17,34,89,87,312,115,1227
2018,W93068,Aneurin Bevan,Blaenau Gwent East,10333,462,312,102,840,104,102,2091,48,99,1665,32,27,103,258,212,705,175,2595
2018,W93075,Aneurin Bevan,Blaenau Gwent East,7773,337,298,34,576,77,91,1551,33,70,859,17,29,77,149,160,532,207,2023
2018,W93115,Aneurin Bevan,Blaenau Gwent East,6327,316,233,45,525,63,176,1310,46,95,1104,57,13,59,154,117,489,195,1582
2018,W93032,Aneurin Bevan,Blaenau Gwent West,8596,337,201,57,545,77,78,1537,44,83,1012,8,36,71,179,152,655,264,2082
2018,W93035,Aneurin Bevan,Blaenau Gwent West,7085,269,242,49,487,59,61,1132,27,49,731,11,19,51,115,119,600,139,1610
2018,W93063,Aneurin Bevan,Blaenau Gwent West,5592,293,169,44,438,57,139,1071,24,61,872,11,14,50,153,166,407,191,1553
2018,W93065,Aneurin Bevan,Blaenau Gwent West,6715,277,172,33,520,79,80,1104,54,45,426,6,39,46,152,130,541,237,1686
2018,W93619,Aneurin Bevan,Blaenau Gwent West,3499,132,101,23,252,24,54,667,24,21,546,36,10,35,93,76,309,99,862
2018,W93623,Aneurin Bevan,Blaenau Gwent West,6894,218,176,58,492,44,89,1198,29,29,1051,9,22,51,128,156,370,128,1594
2018,W93001,Aneurin Bevan,Caerphilly East,7279,287,166,34,411,56,68,1048,27,49,977,5,27,46,145,112,508,176,1595
2018,W93011,Aneurin Bevan,Caerphilly East,13083,412,260,54,804,81,65,2135,41,104,1180,9,34,56,168,223,782,297,3001
2018,W93012,Aneurin Bevan,Caerphilly East,7626,238,137,44,412,56,59,1138,37,63,950,27,23,41,128,149,469,162,1877
2018,W93014,Aneurin Bevan,Caerphilly East,6008,201,124,27,425,52,52,998,33,56,820,9,15,37,114,110,393,128,1544
2018,W93059,Aneurin Bevan,Caerphilly East,8469,228,116,37,417,55,51,1246,15,60,814,6,32,36,147,147,609,198,1676
2018,W93064,Aneurin Bevan,Caerphilly East,14068,574,328,65,1003,103,86,2280,76,127,1739,8,38,86,263,290,848,335,3459
2018,W93067,Aneurin Bevan,Caerphilly East,9450,333,229,64,580,73,87,1562,39,83,962,7,23,63,165,180,604,284,2236
2018,W93010,Aneurin Bevan,Caerphilly North,3078,105,77,15,172,35,38,477,21,28,430,11,22,22,59,48,205,80,676
2018,W93614,Aneurin Bevan,Caerphilly North,3672,111,70,17,233,32,21,512,42,34,406,4,13,31,68,63,199,82,942
2018,W93642,Aneurin Bevan,Caerphilly North,1657,80,35,10,126,2,13,301,3,17,205,3,2,8,22,28,99,48,414
2018,W95013,Aneurin Bevan,Caerphilly North,5834,281,197,24,493,72,47,1108,21,77,635,3,11,49,140,134,424,151,1566
2018,W95043,Aneurin Bevan,Caerphilly North,5662,255,147,54,436,42,72,945,42,57,660,11,25,52,150,144,365,191,1567
2018,W95050,Aneurin Bevan,Caerphilly North,8314,298,175,28,589,84,63,1271,71,81,912,6,3,48,138,129,661,167,1755
2018,W95065,Aneurin Bevan,Caerphilly North,13821,481,304,74,860,103,85,2067,66,107,1287,33,83,104,259,293,954,404,3191
2018,W95068,Aneurin Bevan,Caerphilly North,8984,328,222,46,609,65,80,1402,65,78,1031,5,15,62,157,146,603,221,2080
2018,W95078,Aneurin Bevan,Caerphilly North,2729,115,59,7,233,22,24,520,13,29,315,2,5,27,50,46,218,61,617
2018,W95081,Aneurin Bevan,Caerphilly North,12993,581,429,118,959,110,184,2508,54,151,2385,64,54,110,301,306,925,353,3029
2018,W00005,Aneurin Bevan,Caerphilly South,8015,321,216,36,546,74,51,1313,32,76,781,9,20,82,151,146,534,210,1786
2018,W95008,Aneurin Bevan,Caerphilly South,10390,383,212,61,586,73,75,1635,37,80,845,9,28,62,243,244,610,376,2586
2018,W95046,Aneurin Bevan,Caerphilly South,12631,513,211,95,789,92,152,2067,37,99,1365,18,20,125,290,312,850,477,3380
2018,W95049,Aneurin Bevan,Caerphilly South,8693,292,193,58,477,58,41,1306,15,55,910,10,52,59,141,128,524,175,1628
2018,W95059,Aneurin Bevan,Caerphilly South,9751,293,151,69,589,73,63,1375,47,99,1027,4,24,75,173,194,730,283,2101
2018,W95073,Aneurin Bevan,Caerphilly South,3003,102,91,5,170,21,18,498,13,25,410,3,11,15,56,49,239,85,605
2018,W95636,Aneurin Bevan,Caerphilly South,4033,189,111,25,301,36,56,653,77,82,538,0,30,27,77,72,238,95,846
2018,W93004,Aneurin Bevan,Monmouthshire North,8723,340,236,95,629,73,141,1632,29,77,1109,47,50,58,237,270,580,328,2747
2018,W93019,Aneurin Bevan,Monmouthshire North,4581,144,65,27,255,28,51,830,18,33,682,28,15,29,99,143,334,169,1314
2018,W93033,Aneurin Bevan,Monmouthshire North,10200,458,207,73,683,92,199,2085,66,115,1486,113,25,88,280,320,801,427,2884
2018,W93036,Aneurin Bevan,Monmouthshire North,13525,530,294,149,884,87,253,2316,39,118,1279,28,46,96,391,459,984,588,4129
2018,W93037,Aneurin Bevan,Monmouthshire North,4826,208,65,26,310,25,82,735,5,26,652,9,84,36,142,153,260,177,1421
2018,W93038,Aneurin Bevan,Monmouthshire North,2733,102,31,12,139,13,32,483,2,12,232,2,9,14,51,73,156,119,894
2018,W93072,Aneurin Bevan,Monmouthshire North,4400,140,89,74,218,24,57,654,6,46,347,6,45,27,97,97,332,158,1048
2018,W93126,Aneurin Bevan,Monmouthshire North,3774,148,44,17,208,23,51,492,11,79,236,4,15,34,89,87,200,135,990
2018,W93020,Aneurin Bevan,Monmouthshire South,8666,346,138,86,468,57,96,1367,16,45,814,41,77,69,175,229,571,320,2264
2018,W93021,Aneurin Bevan,Monmouthshire South,8343,248,112,93,467,49,97,1280,39,51,1040,76,37,50,173,191,632,322,1941
2018,W93022,Aneurin Bevan,Monmouthshire South,9081,293,168,74,467,60,78,1359,36,47,565,19,26,56,206,196,652,283,2234
2018,W93023,Aneurin Bevan,Monmouthshire South,19406,705,289,117,1236,118,167,3141,64,104,1988,53,75,121,427,473,1426,604,4907
2018,W93643,Aneurin Bevan,Monmouthshire South,1916,47,36,12,93,13,25,331,0,14,350,3,15,13,38,58,164,96,546
2018,W93040,Aneurin Bevan,Newport East,6107,197,101,18,395,44,44,958,30,41,440,9,27,36,106,87,398,171,1204
2018,W93044,Aneurin Bevan,Newport East,9405,246,144,23,538,47,44,946,21,65,757,1,26,38,111,118,483,174,1576
2018,W93047,Aneurin Bevan,Newport East,6862,250,129,35,442,65,52,1046,20,51,525,11,26,44,126,142,447,171,1481
2018,W93052,Aneurin Bevan,Newport East,5508,175,138,27,395,36,24,778,25,41,465,6,23,29,81,94,319,119,1182
2018,W93053,Aneurin Bevan,Newport East,13293,433,222,69,839,100,107,1653,69,136,1754,25,36,73,234,217,876,362,2759
2018,W93125,Aneurin Bevan,Newport East,4209,132,35,14,206,23,23,482,17,40,712,3,7,31,48,58,268,73,816
2018,W93640,Aneurin Bevan,Newport East,4567,143,112,19,297,35,56,785,25,45,698,2,9,22,95,91,379,102,950
2018,W93018,Aneurin Bevan,Newport North,9437,299,127,58,427,66,100,1350,29,71,781,49,26,60,180,198,610,328,2326
2018,W93043,Aneurin Bevan,Newport North,6388,232,101,44,428,52,50,1163,25,64,576,6,37,36,109,119,420,211,1528
2018,W93045,Aneurin Bevan,Newport North,8165,249,151,62,561,62,72,1308,18,69,776,12,28,43,167,178,575,281,2027
2018,W93049,Aneurin Bevan,Newport North,12146,380,221,59,691,87,98,1743,47,152,1299,20,16,78,197,157,825,283,2495
2018,W93051,Aneurin Bevan,Newport North,9242,306,211,38,553,74,83,1433,60,84,910,18,18,71,171,137,739,200,1935
2018,W93061,Aneurin Bevan,Newport North,11521,404,183,122,594,90,76,1745,49,68,972,35,24,82,231,255,802,344,2774
2018,W93039,Aneurin Bevan,Newport West,4594,115,106,18,400,29,31,564,27,57,610,5,11,28,53,44,204,74,803
2018,W93046,Aneurin Bevan,Newport West,6477,172,113,25,375,45,54,911,48,82,763,8,26,42,105,118,473,120,1324
2018,W93048,Aneurin Bevan,Newport West,17172,490,449,191,1106,128,144,2477,122,282,1718,45,255,92,345,252,1189,395,3125
2018,W93054,Aneurin Bevan,Newport West,15395,599,304,87,973,117,118,2272,63,138,1861,28,62,130,309,282,1039,417,3685
2018,W93116,Aneurin Bevan,Newport West,5940,178,132,70,307,45,37,765,21,47,488,4,20,36,104,92,323,96,995
2018,W93015,Aneurin Bevan,Torfaen North,6385,253,159,23,423,51,52,1097,35,75,892,9,27,52,135,172,485,123,1543
2018,W93031,Aneurin Bevan,Torfaen North,6559,246,137,34,409,49,74,1039,19,56,635,2,16,42,118,140,374,100,1510
2018,W93055,Aneurin Bevan,Torfaen North,7101,259,180,41,524,64,52,1099,15,53,692,25,32,44,142,159,590,188,1941
2018,W93056,Aneurin Bevan,Torfaen North,6907,277,141,60,494,48,64,1262,30,59,889,17,23,57,114,146,530,215,1710
2018,W93057,Aneurin Bevan,Torfaen North,10645,461,349,60,813,92,148,2076,77,105,1242,26,49,106,254,257,972,329,2524
2018,W93058,Aneurin Bevan,Torfaen North,11854,519,317,93,883,98,165,2107,51,102,1649,14,51,78,312,311,960,401,3268
2018,W93024,Aneurin Bevan,Torfaen South,8392,357,172,70,634,77,71,1423,63,65,1158,16,6,60,211,187,642,254,2179
2018,W93025,Aneurin Bevan,Torfaen South,4280,186,98,23,237,31,40,620,11,33,274,3,6,33,92,122,293,142,1190
2018,W93026,Aneurin Bevan,Torfaen South,4076,186,135,21,266,36,50,710,18,35,476,1,8,31,95,111,233,96,1048
2018,W93027,Aneurin Bevan,Torfaen South,8435,360,136,47,540,47,89,1437,39,61,708,43,39,45,185,184,495,223,2108
2018,W93028,Aneurin Bevan,Torfaen South,7011,221,175,38,478,67,63,1148,34,60,592,9,18,38,147,153,518,221,1627
2018,W93029,Aneurin Bevan,Torfaen South,7125,248,212,81,403,72,78,1159,18,48,492,26,4,54,129,117,513,169,1390
2018,W93030,Aneurin Bevan,Torfaen South,6545,224,119,28,372,45,52,902,38,59,684,4,8,48,107,108,521,72,1278
2018,W94002,Betsi Cadwaladr,Anglesey,10015,449,373,62,693,70,118,1666,49,76,1115,45,27,95,293,266,939,334,3117
2018,W94006,Betsi Cadwaladr,Anglesey,4746,194,129,39,302,33,85,932,39,45,384,23,25,36,132,130,459,162,1366
2018,W94009,Betsi Cadwaladr,Anglesey,4645,208,113,53,309,42,91,1011,17,57,358,33,6,45,115,157,434,200,1704
2018,W94014,Betsi Cadwaladr,Anglesey,4696,160,131,30,284,45,45,896,21,35,582,13,25,43,118,103,424,117,1231
2018,W94015,Betsi Cadwaladr,Anglesey,8198,460,274,129,514,69,133,1695,46,74,908,169,59,53,242,218,752,358,2482
2018,W94023,Betsi Cadwaladr,Anglesey,7167,277,207,40,479,41,85,1402,32,73,434,26,22,43,164,207,411,287,2456
2018,W94026,Betsi Cadwaladr,Anglesey,5228,192,198,30,313,54,42,843,33,37,519,16,12,40,130,128,319,184,1313
2018,W94029,Betsi Cadwaladr,Anglesey,6980,249,160,40,391,41,62,901,33,73,623,3,22,56,141,147,574,168,1738
2018,W94038,Betsi Cadwaladr,Anglesey,10334,369,268,60,683,75,105,1446,35,83,787,18,23,72,231,223,754,307,2676
2018,W94043,Betsi Cadwaladr,Anglesey,2283,88,48,10,153,15,22,434,8,16,304,2,4,14,42,56,172,68,573
2018,W94633,Betsi Cadwaladr,Anglesey,1293,56,38,2,73,5,18,229,8,14,98,9,5,13,31,32,99,49,338
2018,W94010,Betsi Cadwaladr,Arfon,11623,134,164,21,280,53,25,734,19,65,469,6,7,23,97,107,534,129,1237
2018,W94017,Betsi Cadwaladr,Arfon,5928,174,165,52,283,47,55,884,48,56,386,26,19,55,123,124,506,165,1413
2018,W94027,Betsi Cadwaladr,Arfon,5993,204,141,31,267,58,45,854,28,61,355,9,42,48,109,111,369,174,1362
2018,W94028,Betsi Cadwaladr,Arfon,6320,182,168,27,300,49,46,867,30,53,375,8,7,35,79,101,467,110,1270
2018,W94030,Betsi Cadwaladr,Arfon,13128,460,371,130,711,89,153,2091,106,160,851,25,62,77,231,280,923,410,3092
2018,W94033,Betsi Cadwaladr,Arfon,2742,99,49,11,128,19,19,365,5,14,208,9,5,17,55,49,215,79,706
2018,W94034,Betsi Cadwaladr,Arfon,8970,219,255,94,432,85,65,943,55,84,666,49,82,44,127,130,638,234,1740
2018,W94039,Betsi Cadwaladr,Arfon,5747,173,146,27,271,31,56,873,39,36,269,6,11,33,121,124,443,168,1296
2018,W94040,Betsi Cadwaladr,Arfon,3555,94,112,16,183,25,37,547,18,37,420,19,15,28,37,61,234,110,728
2018,W94609,Betsi Cadwaladr,Arfon,4513,169,130,35,298,44,47,817,21,36,271,11,24,39,119,135,307,164,1304
2018,W91002,Betsi Cadwaladr,Central & South Denbighshire,10321,378,207,68,541,62,103,1715,36,95,570,19,59,66,216,274,609,348,2836
2018,W91023,Betsi Cadwaladr,Central & South Denbighshire,5186,242,177,34,361,38,88,850,46,48,370,6,15,52,110,122,394,217,1489
2018,W91027,Betsi Cadwaladr,Central & South Denbighshire,5143,214,187,38,318,51,76,959,77,57,282,27,32,39,98,116,478,152,1291
2018,W91033,Betsi Cadwaladr,Central & South Denbighshire,9130,372,250,87,530,66,114,1742,21,107,650,20,36,83,219,271,584,332,2652
2018,W91034,Betsi Cadwaladr,Central & South Denbighshire,2830,85,63,11,136,13,27,471,9,22,215,4,1,14,65,66,220,102,798
2018,W91047,Betsi Cadwaladr,Central & South Denbighshire,4001,157,106,23,214,26,69,672,7,41,255,7,87,35,111,123,342,130,1080
2018,W91057,Betsi Cadwaladr,Central & South Denbighshire,3488,136,100,28,201,25,46,468,15,22,158,7,14,33,73,67,281,107,896
2018,W91624,Betsi Cadwaladr,Central & South Denbighshire,1913,44,62,14,104,32,15,295,85,45,163,5,1,10,32,34,104,50,463
2018,W91004,Betsi Cadwaladr,Central Wrexham,13332,512,300,107,815,105,168,2489,83,170,1492,56,34,109,316,368,917,503,3521
2018,W91022,Betsi Cadwaladr,Central Wrexham,13530,446,339,89,704,103,147,2083,63,149,1310,27,40,73,263,236,960,380,2807
2018,W91030,Betsi Cadwaladr,Central Wrexham,6489,237,181,53,383,59,72,941,23,99,1015,7,29,40,133,130,437,171,1373
2018,W91042,Betsi Cadwaladr,Central Wrexham,3437,112,71,12,164,24,22,472,21,77,308,2,3,14,52,77,201,104,637
2018,W91054,Betsi Cadwaladr,Central Wrexham,5674,147,73,12,221,27,35,846,23,31,190,9,10,38,69,81,291,123,1139
2018,W91058,Betsi Cadwaladr,Central Wrexham,5435,209,153,21,362,41,54,878,31,63,496,0,14,32,87,110,408,103,1249
2018,W91629,Betsi Cadwaladr,Central Wrexham,3962,100,67,124,196,41,27,397,35,74,258,1,30,6,66,52,231,38,532
2018,W91007,Betsi Cadwaladr,Conwy East,11895,436,243,89,726,97,142,1821,54,122,1045,27,30,86,241,253,897,411,3089
2018,W91014,Betsi Cadwaladr,Conwy East,6955,396,322,81,648,50,76,1467,25,66,931,13,10,64,161,192,631,285,2258
2018,W91031,Betsi Cadwaladr,Conwy East,9480,339,198,152,500,94,86,1321,54,113,842,43,14,44,212,224,586,290,2310
2018,W91038,Betsi Cadwaladr,Conwy East,15615,828,444,143,1122,129,153,3225,60,126,805,9,34,109,402,446,1233,635,5301
2018,W91048,Betsi Cadwaladr,Conwy East,8929,372,206,134,549,85,110,1549,42,96,488,20,16,39,217,245,629,335,2532
2018,W00065,Betsi Cadwaladr,Conwy West,2284,64,133,15,125,15,21,354,1,5,338,4,4,11,34,55,135,50,607
2018,W94001,Betsi Cadwaladr,Conwy West,9138,398,183,99,494,84,113,1680,70,123,619,27,25,59,228,242,644,345,2602
2018,W94003,Betsi Cadwaladr,Conwy West,7617,303,227,49,455,51,59,1244,30,82,547,7,6,70,181,147,526,96,2055
2018,W94005,Betsi Cadwaladr,Conwy West,2592,65,52,8,145,15,19,400,7,16,251,7,8,14,34,48,163,75,673
2018,W94016,Betsi Cadwaladr,Conwy West,3602,142,93,19,194,27,45,663,13,14,317,15,6,29,82,93,262,171,1038
2018,W94018,Betsi Cadwaladr,Conwy West,6164,263,139,79,338,42,97,1220,22,40,348,17,12,44,179,251,349,278,2291
2018,W94019,Betsi Cadwaladr,Conwy West,11551,625,254,144,751,119,307,2129,75,146,965,201,15,100,389,431,911,480,3568
2018,W94020,Betsi Cadwaladr,Conwy West,1844,75,34,13,126,21,25,308,8,17,103,3,27,15,42,37,109,53,501
2018,W94024,Betsi Cadwaladr,Conwy West,5513,199,153,45,331,38,44,870,34,36,339,2,12,45,127,103,304,149,1491
2018,W94031,Betsi Cadwaladr,Conwy West,6832,281,171,41,367,48,68,1193,41,45,580,7,23,52,158,171,437,252,1944
2018,W94046,Betsi Cadwaladr,Conwy West,4270,145,93,17,247,20,38,752,17,16,370,15,47,25,79,103,326,155,1066
2018,W94622,Betsi Cadwaladr,Conwy West,2507,85,55,13,142,13,34,433,6,22,100,2,7,20,43,63,155,82,713
2018,W94011,Betsi Cadwaladr,Dwyfor,7600,293,208,55,453,59,98,1445,29,67,782,5,30,63,154,224,681,265,2063
2018,W94021,Betsi Cadwaladr,Dwyfor,3787,164,104,87,240,32,58,778,12,43,276,13,29,34,135,156,286,61,1322
2018,W94025,Betsi Cadwaladr,Dwyfor,5183,244,115,32,290,37,77,1059,14,23,342,18,19,35,122,140,321,238,1631
